CONTRIBUTION ADDRESS,STABLES CONTRIBUTION,KSM PURCHASE PRICE,KSM EQUIVALENT,USD returned at KSM price $33.32 ,TokenSymbol
0xc5d25184bfbb97b9811280e1113b1ba04320bedf,200.584228,413.99193,0.4845124107,16.144,USDC
0x597c1ab2f0dc3b5fa6b1fbcd08c65f6e0e60c5c9,"17,975",413.99193,43.41872075,"1,446.712",USDC
0x78810ef439d6e1066f65fde217ed7d4a9721d4b1,250,413.99193,0.6038765055,20.121,USDC
0xb8a9e7fb56122c60aca6a253a56f65a48297f811,"5,000",413.99193,12.07753011,402.423,USDT
0x9237f3faf9b03e5bd54eccdc24eed2b277807f24,407.953277,399.416,1.021374399,34.032,USDT
0x9258fbcddf8174c5b13264297fc8379d00d04115,"2,769.76",399.416,6.934512125,231.058,USDC
0xc9bac923dea801614cb7995079e72c1cc03e1264,"2,115.96",399.416,5.297631404,176.517,USDC
0x243e23c83135ca0fed2f9f5df9068de644929433,"5,000",399.416,12.51827668,417.109,USDC
0xc43b60da1d1c8e87ed9445621419d292b0b3435a,"1,000",399.416,2.503655337,83.422,USDT
0xdfcdbd6ea18a1fac82736d1206a76fe972e45d56,"2,765",399.416,6.922607006,230.661,USDC
0x9e8c646220613d68eaf2b947f46c2b4f52bf3f45,"2,068.04",399.416,5.177652948,172.519,USDC
0xf18bee08e1018650bf1eac20323c870b416119c6,888,399.416,2.223245939,74.079,USDT
0xc89d39b810703dadec3e30d9fa81f1c686ba8fbb,"1,200",399.416,3.004386404,100.106,USDT
0x655f436c8e140a956ef2cae336e9151721718ad8,"25,000",399.416,62.59138342,"2,085.545",USDC
0x44186ae312de783cddd6d01c22451d052ea57f43,"1,000",399.416,2.503655337,83.422,USDT
0xe839b2e436782ec0f52724e72b68d1c70cbc8f35,"10,000",399.416,25.03655337,834.218,USDT
0x44186ae312de783cddd6d01c22451d052ea57f43,"1,000",399.416,2.503655337,83.422,USDT
0xe839b2e436782ec0f52724e72b68d1c70cbc8f35,"40,000",399.416,100.1462135,"3,336.872",USDT
0xe5c7d7a1dc2e2b03cb72bf16e3c2efaeb51505a1,"1,100",399.416,2.75402087,91.764,USDC
0x44186ae312de783cddd6d01c22451d052ea57f43,140,399.416,0.3505117472,11.679,USDT
0x32cabd3b393c4ec30e569fdb112885354ab15064,"5,000",399.416,12.51827668,417.109,USDT
0xdcaeff45e1cb6a57245cfbd98704b20dfa0382c4,"3,928.39",399.416,9.835329093,327.713,USDT
0xf5e10b867a3daa0a2aa634d8d0d4a631103081c4,"2,808",399.416,7.030264186,234.248,USDC
0xc2778fb651d0030476522d9918330cd41aae3ae8,"4,000",399.416,10.01462135,333.687,USDT
0xe839b2e436782ec0f52724e72b68d1c70cbc8f35,"1,000",399.416,2.503655337,83.422,USDT
0x44186ae312de783cddd6d01c22451d052ea57f43,"1,000",399.416,2.503655337,83.422,USDT
0x45beacbb0e144718e17deac4dd810a7501244c89,"1,000",399.416,2.503655337,83.422,USDC
0x1b87b6ef6de51d272bd30493d0761d9a8de6b3d0,"1,000",399.416,2.503655337,83.422,USDC
0x92989eb906d40c6385c9982b08c5953cbf763ab2,"7,556.70",399.416,18.91937208,630.393,USDC
0x14d7428990f27f2120d0e383b366ede559518fc7,"1,975.03",399.416,4.944787082,164.760,USDT
0xa1d3aebf32163c96ef9a5ebaa38981e04ea41365,"3,978.92",399.416,9.96183563,331.928,USDC
0xf5e10b867a3daa0a2aa634d8d0d4a631103081c4,"9,990",399.416,25.01151681,833.384,USDC
0x0770d4bf1685b9b0a218a7b21f142f656d395830,"1,140",399.416,2.854167084,95.101,USDC
0xe839b2e436782ec0f52724e72b68d1c70cbc8f35,100,399.416,0.2503655337,8.342,USDT
0x44186ae312de783cddd6d01c22451d052ea57f43,100,399.416,0.2503655337,8.342,USDT
0x13f5e942c3957274e3b0a74a3798f454c45d5a1b,"29,052.20",399.416,72.73669114,"2,423.587",USDC
0x2443f245944e7333208b90b540a975da83893332,750,399.416,1.877741503,62.566,USDT
0x38910403c3e3eaddcc771190ce154842f219db10,988.122989,399.416,2.473919395,82.431,USDC
0x577502784edd9b0d84d08334c30d378975e8f5ac,"9,981.03",399.416,24.98906696,832.636,USDT
0x24b3d50cb883619d41d813f977842fe320cab49c,735.413225,399.416,1.841221246,61.349,USDT
0xa3f2d88fb722d4f2a082edbf98354b81dc34829e,"5,429.59",399.416,13.59382306,452.946,USDC
0xd581f0b4493f6f5177165dca75b64f0fba02b61f,"2,438.78",399.416,6.105864562,203.447,USDC
0x1efb3038de631cfce0c0a231952c6b90d5d9cfe5,"4,041.24",399.416,10.11788308,337.128,USDC
0x13f5e942c3957274e3b0a74a3798f454c45d5a1b,"58,476.01",399.416,146.4037821,"4,878.174",USDT
0x6546ab8a46fb2e6351612f9645ec890affd18453,"1,000",399.416,2.503655337,83.422,USDT
0xdc2bbe1ec9dd004350aac5f9166e7d69c6b150a2,"4,976",399.416,12.45818896,415.107,USDT
0x5a5acd588a5b705d0d84f04dcdd4b82fc1484600,"2,376",399.416,5.94868508,198.210,USDT
0x8a960bec930af48a14b54f921c83fd52b2abdc23,884.135268,399.416,2.213569982,73.756,USDT
0x191c5e248e29426385f2e6b739f263c60b95aff1,"1,000",399.416,2.503655337,83.422,USDC
0xdd75c52a9eaf6a7506018c999d0f0e3280974689,"83,272.44",399.416,208.4854786,"6,946.736",USDC
0xc4f1a2f245768fd8c491e24f43f3497e352f0aa8,"1,155.27",399.416,2.892386259,96.374,USDT
0x77777773b18ee36340d769059b3159af2699ec67,"5,555",399.416,13.9078054,463.408,DAI
0xf55b6d78f31b7c9666dd74eda7d15d3569a91f28,"9,960",399.416,24.93640715,830.881,USDT
0x9870d6ee51ae8a95c42c5fea7134438aa61d4647,"1,989.55",399.416,4.981155592,165.972,USDC
0x297946c26171008ba8c0e5642814b5fe6b842ab7,"50,000",399.416,125.1827668,"4,171.090",DAI
0x20ff6dbde4aba9ad6272b4972d09bfce99f40544,"1,005.54",399.416,2.517521982,83.884,USDT
0xd6e2d2486b4344fee0fa84a63d81c053df579dba,500,399.416,1.251827668,41.711,USDC
0xd19f4f7c9df8c6bd134840bbcb9063588b9b5054,10,399.416,0.02503655337,0.834,USDC
0x01cd6fee9da9d3a544f3cf96e5bb73fe6b3f8f5a,"16,000",399.416,40.05848539,"1,334.749",USDC
0x1384b1246f86070e188bff13bf9cb11937708790,"2,000",399.416,5.007310674,166.844,DAI
0xc9a3671558884e6ac67a4ce34a68ca534d39d71c,"3,128.13",399.416,7.831752867,260.954,USDC
0xb23324742c160df56696b1395db8354e408b0a0b,"3,108.92",399.416,7.783652135,259.351,USDC
0x2e60c16c0ca834dcb62990e6757ed9d31cb52db1,"2,007.53",399.416,5.026167855,167.472,USDC
0x918080371d1aaf5678725a84e2cbdebd080d0a76,"2,012.24",399.416,5.037960162,167.865,USDC
0x225c4cfc17d5ee7bf3e682396b12c0f6a7709d7d,"1,500",399.416,3.755483005,125.133,USDC
0xbdc4d451dcab410dca2699fce2f25cf20f7ab61d,"10,050.00",399.416,25.16174365,838.389,USDC
0x8d520d016246f31fe7a676648f1fd5e55ec5562d,15,399.416,0.03755483005,1.251,DAI
0xd96dc025c835f155534a33a15d24482b257c7652,150,399.416,0.3755483005,12.513,USDC
0xd96dc025c835f155534a33a15d24482b257c7652,25,399.416,0.06259138342,2.086,DAI
0xd96dc025c835f155534a33a15d24482b257c7652,25,399.416,0.06259138342,2.086,USDT
0x8d520d016246f31fe7a676648f1fd5e55ec5562d,50,399.416,0.1251827668,4.171,USDC
0xc03410624c083468d97df3c56f56033a8d111680,500,399.416,1.251827668,41.711,USDC
0x872b90923c604bc6d9afba57d170eda1f47ad565,"117,652.64",399.416,294.5616671,"9,814.795",USDC
0x3e95e93ace1d56792d3ed326b3f20d32f050fd9f,300,381.42076,0.7865329617,26.207,USDC
0x1ecf823c05f97c390d86deff57c03ade4575c380,"138,024.20",381.42076,361.8686117,"12,057.462",USDC
0xdb42d8479c693c91dc27be83abf47858ac211162,"1,030.82",381.42076,2.702571216,90.050,USDC
0x069a7f4ad699fe56b6524996414e8def025485bd,760,381.42076,1.99255017,66.392,DAI
0x0e5b233019b448f0379c2f1e712bffe9a52c4770,"10,000",381.42076,26.21776539,873.576,USDT
0x594fd875ad3f6efcf51a9af3b9603438d1b26cbc,"4,580.59",381.42076,12.00928301,400.149,USDT
0x3dcdbd9e2bc163089964cc74c97d39aa7e65d633,400,381.42076,1.048710616,34.943,USDT
0xa5747c711b7c08983e992dd7aeec2eebc6b713df,"5,525",381.42076,14.48531538,482.651,DAI
0xa2dd2be421e26ca8bb6e6b224fec6f96ae2596bf,565,381.42076,1.481303744,49.357,USDT
0xecfd89584e4b33e8eeaa0aacd08c36dfef401c07,"10,578.89",381.42076,27.73548013,924.146,USDC
0xf6fe0b03452628f1dba358d1613ce9fdcc7ccde4,167.210652,381.42076,0.4383889645,14.607,USDT
0x152902d1d80c9478b1d246714d256ef15c6276fe,234.79993,381.42076,0.6155929479,20.512,DAI
0xa99dd874884774bc8e99ec2d743105eda63c95df,515.121182,381.42076,1.35053263,45.000,USDT
0xf59a5a36b969de497c4b4bb644122e7888b75c34,674.921806,381.42076,1.769494157,58.960,USDT
0x0c1f2b70c3448220e9e8ab864c3b378dd81342ce,"2,465",381.42076,6.462679168,215.336,USDC
0x93545389bf3b742427b66a4b2809d8f6c1699a00,"1,190.85",381.42076,3.122145391,104.030,USDC
0x6b4bd7b8fbd121e48ffe91de6df9388e7af11b64,"1,258.49",381.42076,3.299483715,109.939,USDC
0xc2b5a349d26a42a8949ab2c3f9415fd01a90db7a,"3,000",381.42076,7.865329617,262.073,USDC
0x83454050026c668ade1d37b2cdcc09c33166ae68,"1,650",381.42076,4.325931289,144.140,USDC
0x63f0a3660170a5c9cd4ca7b28b82f0011ffb37c4,"2,849.52",381.42076,7.470793525,248.927,USDC
0xca7e6c9b4481916ed72c9729727ffa52affdbc83,"5,000",381.42076,13.10888269,436.788,USDT
0x8f908b66629dd622b2b2343b360e6c4cdaf2b60b,758.704072,381.42076,1.989152536,66.279,USDT
0xbbddd093d7c303eabedd9efc81d1c70f28dd17e8,"256,398.87",381.42076,672.2205466,"22,398.389",USDC
0x88c222066753b2da14cb34d759441d5ac9d2314f,474.5,379.5780859,1.250072166,41.652,USDC
0x4c1115b49a9e55152d025372fa0ec4db3a99cc49,204.933846,379.5780859,0.5398990448,17.989,DAI
0xe839b2e436782ec0f52724e72b68d1c70cbc8f35,"150,000",379.5780859,395.1756057,"13,167.251",USDT
0x44186ae312de783cddd6d01c22451d052ea57f43,"99,982.55",379.5780859,263.4044382,"8,776.636",USDT
0x484299bc1a8b8d2bd5470b11dee14602cc0e886d,"6,005.44",379.5780859,15.82135593,527.168,USDC
0x8cd3bec93d81f900f4faef7f40259d392b616a7e,"8,473.14",379.5780859,22.3225235,743.786,USDT
0x249c6faf32cb676ee2003cebfd8ec8692dfe74ba,"1,000",379.5780859,2.634504038,87.782,USDT
0x3ef8e8cd580e7a32b8f11d8ab93acabe3b5a6106,"2,690",379.5780859,7.086815862,236.133,USDT
0xe5e89e3c821ec477719cbfa3be1fadf5aed23b68,"5,000",379.5780859,13.17252019,438.908,USDC
0xd9ddf715608e48820fb445fd1376c45afdfe729f,20,379.5780859,0.05269008076,1.756,DAI
0xd9ddf715608e48820fb445fd1376c45afdfe729f,450.04702,379.5780859,1.185650692,39.506,DAI
0xcf420c639b122b5c1c150dc49e8c0b27a01dc0a6,"1,500",379.5780859,3.951756057,131.673,USDT
0xbb2ffef531cb0b573c5e3ca3762c098e436b0f3d,48.9016,379.5780859,0.1288314627,4.293,DAI
0x1b54aa56c6841695b38a6731cde17cfc0e077cba,530,379.5780859,1.39628714,46.524,USDC
0xa9ebb5285d01226aa31d11366635069ae7474428,"2,001.60",379.5780859,5.273215384,175.704,USDT
0x79c1134a1dfdf7e0d58e58cafc84a514991372e6,"12,500",379.5780859,32.93130048,"1,097.271",USDC
0xc7bda303343476d8140acc70dadc6ee2ef5ec156,"1,359.14",379.5780859,3.580665114,119.308,USDT
0xb3e0cf575be1b73506ed66690bf8c51b312dc378,150,379.5780859,0.3951756057,13.167,USDC
0x2cf6fe97a70cf4cbf8b107861b05b2166d9ed45d,"2,388.02",379.5780859,6.291255934,209.625,USDC
0x39a56e1ade957dccc5d235a5eada60e425d0df7d,"4,999",379.5780859,13.16988569,438.821,USDT
0xb0165861f99b319e8ffaf90dfccad6dc36175afc,"4,000",379.5780859,10.53801615,351.127,USDT
0xf6bdab64303807f4e040201c809b073fae56a796,"2,000",379.5780859,5.269008076,175.563,USDT
0x265d18630e53341d309feaf4bdb24180d27d8091,"5,000",379.5780859,13.17252019,438.908,USDC
0x282b68539893c1b2847f8d5f298d53ebfbebaa12,173.12005,379.5780859,0.4560854708,15.197,USDT
0xd6d8957449f2a98cc2a995a9899cc3360ba1764c,"21,191.84",379.5780859,55.8299875,"1,860.255",USDT
0xa52cb26139876d6e26817fbbd67dc219fc44aa81,970,379.5780859,2.555468917,85.148,USDC
0x4a6b57491c6537abaad435ec4c48f7452817ac94,"80,000",379.5780859,210.760323,"7,022.534",USDC
0xa1d3aebf32163c96ef9a5ebaa38981e04ea41365,"10,045.43",379.5780859,26.46472069,881.804,USDC
0xde6a03bb34ded96088435076c0d44ccfdd38c510,100,379.5780859,0.2634504038,8.778,USDT
0x9af6b6f2a118ff0a07690e0ed2c1631608390cc6,611.557764,379.5780859,1.611151399,53.684,USDT
0xa1fc8a55f6031e67dda0659fa335ce196df3324b,280,379.5780859,0.7376611307,24.579,DAI
0xd73b3a4f83248fdcbad16cc22a109fb8f5032336,"2,093.25",379.5780859,5.514682043,183.749,USDT
0x49cdbee64d5e43327853466df123ea4537a6240c,"1,250",379.5780859,3.293130048,109.727,USDC
0xf9bc563fb4929c58ea39a8a7c2a54aa21a59ac73,"1,471.21",379.5780859,3.875901417,129.145,USDT
0x0b20b9bd6ea6f9d75c3eb676e703056e1b7538e3,"1,134.70",379.5780859,2.989379514,99.606,USDT
0x6934ddd053a01f06859e9c0bce5f5ef4aaf8f26f,"1,000",379.5780859,2.634504038,87.782,USDC
0xbbddd093d7c303eabedd9efc81d1c70f28dd17e8,"5,000",379.5780859,13.17252019,438.908,USDC
0x7ad3ca0c9e04fc665fd6e6e032dc3d826737914c,"1,340.27",379.5780859,3.530934636,117.651,DAI
0x3942ae3782fbd658cc19a8db602d937baf7cb57a,"45,000",379.5780859,118.5526817,"3,950.175",DAI
0x77ee4d4a7f1ad39f50197f6058860c06191074c0,"2,000",379.5780859,5.269008076,175.563,USDC
0xef87e537439acc5dc5fa697abb17834e8ee7f8a8,"1,079.09",379.5780859,2.842863005,94.724,USDT
0xadc5a1519536518d5351a9c1ea515df060077c92,"10,453.13",379.5780859,27.53880989,917.593,USDC
0x1bbfa662a802d0a5dd880e80801649600e6c6d42,"2,000",379.5780859,5.269008076,175.563,USDT
0x0b20b9bd6ea6f9d75c3eb676e703056e1b7538e3,"2,592.62",379.5780859,6.830277639,227.585,USDT
0xf8a36513bf4720f6b7e64d90d8dd70f57c80606f,"5,000",379.5780859,13.17252019,438.908,USDT
0x4a895764934ca19652d29630e6da7601a7efbe24,"7,000",379.5780859,18.44152827,614.472,USDC
0x0b20b9bd6ea6f9d75c3eb676e703056e1b7538e3,"7,410.06",379.5780859,19.52182867,650.467,USDT
